;Pedido;Categoria;Cidade;Tipo Consumidor;Genero;Linha de Produtos;Preço Unitário;Quantidade;Taxa de 5%;Total;Data;Hora;Forma de Pagamento;CMV;(%)margem bruta;Renda Bruta;Classificação
621;436-54-4512;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;91.61;1;45.805;961.905;20/03/2019;19:44;Dinheiro;91.61;4.761.904.762;45.805;9.8
622;670-79-6321;B;São Paulo;Membro;Feminino;Casa e estilo de vida;94.59;7;331.065;6.952.365;17/01/2019;15:27;Crédito;662.13;4.761.904.762;331.065;4.9
623;852-62-7105;B;São Paulo;Normal;Feminino;Acessórios de moda;83.25;10;41.625;874.125;12/01/2019;11:25;Crédito;832.5;4.761.904.762;41.625;4.4
624;598-06-7312;B;São Paulo;Membro;Masculino;Acessórios de moda;91.35;1;45.675;959.175;16/02/2019;15:42;Dinheiro;91.35;4.761.904.762;45.675;6.8
625;135-13-8269;B;São Paulo;Membro;Feminino;Alimentos e bebidas;78.88;2;7.888;165.648;26/01/2019;16:04;Dinheiro;157.76;4.761.904.762;7.888;9.1
626;816-57-2053;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;60.87;2;6.087;127.827;09/03/2019;12:37;Débito;121.74;4.761.904.762;6.087;8.7
627;628-90-8624;B;São Paulo;Membro;Masculino;Saúde e beleza;82.58;10;41.29;867.09;14/03/2019;14:41;Dinheiro;825.8;4.761.904.762;41.29;5
628;856-66-2701;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;53.3;3;7.995;167.895;25/01/2019;14:19;Débito;159.9;4.761.904.762;7.995;7.5
629;308-39-1707;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;12.09;1;0.6045;126.945;26/01/2019;18:19;Crédito;12.09;4.761.904.762;0.6045;8.2
630;149-61-1929;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;64.19;10;32.095;673.995;19/01/2019;14:08;Crédito;641.9;4.761.904.762;32.095;6.7
631;655-07-2265;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;78.31;3;117.465;2.466.765;05/03/2019;16:38;Débito;234.93;4.761.904.762;117.465;5.4
632;589-02-8023;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;83.77;2;8.377;175.917;15/01/2019;10:54;Crédito;167.54;4.761.904.762;8.377;7
633;420-04-7590;B;São Paulo;Normal;Masculino;Casa e estilo de vida;99.7;3;14.955;314.055;18/03/2019;11:29;Débito;299.1;4.761.904.762;14.955;4.7
634;182-88-2763;B;São Paulo;Membro;Masculino;Alimentos e bebidas;79.91;3;119.865;2.517.165;20/03/2019;19:28;Crédito;239.73;4.761.904.762;119.865;5
635;188-55-0967;B;São Paulo;Membro;Masculino;Saúde e beleza;66.47;10;33.235;697.935;15/01/2019;15:01;Crédito;664.7;4.761.904.762;33.235;5
636;610-46-4100;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;28.95;7;101.325;2.127.825;03/03/2019;20:31;Crédito;202.65;4.761.904.762;101.325;6
637;318-81-2368;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;46.2;1;2.31;48.51;19/03/2019;12:16;Dinheiro;46.2;4.761.904.762;2.31;6.3
638;364-33-8584;B;São Paulo;Membro;Feminino;Alimentos e bebidas;17.63;5;44.075;925.575;08/03/2019;15:27;Dinheiro;88.15;4.761.904.762;44.075;8.5
639;665-63-9737;B;São Paulo;Normal;Masculino;Acessórios de moda;52.42;3;7.863;165.123;27/02/2019;17:36;Débito;157.26;4.761.904.762;7.863;7.5
640;695-09-5146;B;São Paulo;Membro;Feminino;Alimentos e bebidas;98.79;3;148.185;3.111.885;23/02/2019;20:00;Débito;296.37;4.761.904.762;148.185;6.4
641;155-45-3814;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;88.55;8;35.42;743.82;19/03/2019;15:29;Débito;708.4;4.761.904.762;35.42;4.7
642;794-32-2436;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;55.67;2;5.567;116.907;27/03/2019;15:08;Débito;111.34;4.761.904.762;5.567;6
643;131-15-8856;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;72.52;8;29.008;609.168;30/03/2019;19:26;Crédito;580.16;4.761.904.762;29.008;4
644;273-84-2164;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;12.05;5;30.125;632.625;16/02/2019;15:53;Débito;60.25;4.761.904.762;30.125;5.5
645;706-36-6154;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;19.36;9;8.712;182.952;18/01/2019;18:43;Débito;174.24;4.761.904.762;8.712;8.7
646;778-89-7974;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;70.21;6;21.063;442.323;30/03/2019;14:58;Dinheiro;421.26;4.761.904.762;21.063;7.4
647;574-31-8277;B;São Paulo;Membro;Masculino;Acessórios de moda;33.63;1;16.815;353.115;20/03/2019;19:55;Dinheiro;33.63;4.761.904.762;16.815;5.6
648;859-71-0933;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;15.49;2;1.549;32.529;16/01/2019;15:10;Dinheiro;30.98;4.761.904.762;1.549;6.3
649;740-11-5257;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;24.74;10;12.37;259.77;24/02/2019;16:44;Dinheiro;247.4;4.761.904.762;12.37;7.1
650;369-82-2676;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;75.66;5;18.915;397.215;15/01/2019;18:22;Débito;378.3;4.761.904.762;18.915;7.8
651;563-47-4072;B;São Paulo;Normal;Feminino;Saúde e beleza;55.81;6;16.743;351.603;22/01/2019;11:52;Dinheiro;334.86;4.761.904.762;16.743;9.9
652;742-04-5161;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;72.78;10;36.39;764.19;03/02/2019;17:24;Dinheiro;727.8;4.761.904.762;36.39;7.3
653;149-15-7606;B;São Paulo;Membro;Masculino;Esportes e viagens;37.32;9;16.794;352.674;06/03/2019;15:31;Débito;335.88;4.761.904.762;16.794;5.1
654;133-77-3154;B;São Paulo;Membro;Masculino;Acessórios de moda;60.18;4;12.036;252.756;16/02/2019;18:04;Crédito;240.72;4.761.904.762;12.036;9.4
655;169-52-4504;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;15.69;3;23.535;494.235;14/03/2019;14:13;Crédito;47.07;4.761.904.762;23.535;5.8
656;250-81-7186;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;99.69;1;49.845;1.046.745;27/02/2019;10:23;Crédito;99.69;4.761.904.762;49.845;8
657;562-12-5430;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;88.15;3;132.225;2.776.725;18/01/2019;10:11;Débito;264.45;4.761.904.762;132.225;7.9
658;816-72-8853;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;27.93;5;69.825;1.466.325;29/01/2019;15:48;Dinheiro;139.65;4.761.904.762;69.825;5.9
659;491-38-3499;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;55.45;1;27.725;582.225;26/02/2019;17:46;Crédito;55.45;4.761.904.762;27.725;4.9
660;322-02-2271;B;São Paulo;Normal;Feminino;Esportes e viagens;42.97;3;64.455;1.353.555;03/02/2019;11:46;Dinheiro;128.91;4.761.904.762;64.455;9.3
661;842-29-4695;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;17.14;7;5.999;125.979;16/01/2019;12:07;Crédito;119.98;4.761.904.762;5.999;7.9
662;725-67-2480;B;São Paulo;Membro;Feminino;Acessórios de moda;58.75;6;17.625;370.125;24/03/2019;18:14;Crédito;352.5;4.761.904.762;17.625;5.9
663;641-51-2661;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;87.1;10;43.55;914.55;12/02/2019;14:45;Crédito;871;4.761.904.762;43.55;9.9
664;714-02-3114;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;98.8;2;9.88;207.48;21/02/2019;11:39;Dinheiro;197.6;4.761.904.762;9.88;7.7
665;518-17-2983;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;48.63;4;9.726;204.246;04/02/2019;15:44;Débito;194.52;4.761.904.762;9.726;7.6
666;779-42-2410;B;São Paulo;Membro;Masculino;Alimentos e bebidas;57.74;3;8.661;181.881;20/02/2019;13:06;Débito;173.22;4.761.904.762;8.661;7.7
667;190-14-3147;B;São Paulo;Normal;Feminino;Saúde e beleza;17.97;4;3.594;75.474;23/02/2019;20:43;Débito;71.88;4.761.904.762;3.594;6.4
668;408-66-6712;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;47.71;6;14.313;300.573;16/02/2019;14:19;Débito;286.26;4.761.904.762;14.313;4.4
669;679-22-6530;B;São Paulo;Normal;Feminino;Esportes e viagens;40.62;2;4.062;85.302;17/01/2019;10:01;Crédito;81.24;4.761.904.762;4.062;4.1
670;588-47-8641;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;56.04;10;28.02;588.42;14/01/2019;19:30;Débito;560.4;4.761.904.762;28.02;4.4
671;642-61-4706;B;São Paulo;Membro;Masculino;Alimentos e bebidas;93.4;2;9.34;196.14;30/03/2019;16:34;Dinheiro;186.8;4.761.904.762;9.34;5.5
672;576-31-4774;B;São Paulo;Normal;Feminino;Saúde e beleza;73.41;3;110.115;2.312.415;02/03/2019;13:10;Débito;220.23;4.761.904.762;110.115;4
673;556-41-6224;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;33.64;8;13.456;282.576;15/02/2019;17:10;Crédito;269.12;4.761.904.762;13.456;9.3
674;811-03-8790;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;45.48;10;22.74;477.54;01/03/2019;10:22;Crédito;454.8;4.761.904.762;22.74;4.8
675;242-11-3142;B;São Paulo;Membro;Masculino;Acessórios de moda;83.77;2;8.377;175.917;24/02/2019;19:57;Dinheiro;167.54;4.761.904.762;8.377;4.6
676;752-23-3760;B;São Paulo;Membro;Feminino;Esportes e viagens;64.08;7;22.428;470.988;19/02/2019;19:29;Crédito;448.56;4.761.904.762;22.428;7.3
677;274-05-5470;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;73.47;4;14.694;308.574;23/02/2019;18:30;Dinheiro;293.88;4.761.904.762;14.694;6
678;648-94-3045;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;58.95;10;29.475;618.975;07/02/2019;14:27;Débito;589.5;4.761.904.762;29.475;8.1
679;130-67-4723;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;48.5;6;14.55;305.55;11/01/2019;13:57;Débito;291;4.761.904.762;14.55;9.4
680;528-87-5606;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;39.48;1;1.974;41.454;12/02/2019;19:43;Dinheiro;39.48;4.761.904.762;1.974;6.5
681;320-85-2052;B;São Paulo;Normal;Feminino;Esportes e viagens;34.81;1;17.405;365.505;14/01/2019;10:11;Crédito;34.81;4.761.904.762;17.405;7
682;370-96-0655;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;49.32;6;14.796;310.716;09/01/2019;13:46;Débito;295.92;4.761.904.762;14.796;7.1
683;105-10-6182;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;21.48;2;2.148;45.108;27/02/2019;12:22;Débito;42.96;4.761.904.762;2.148;6.6
684;510-79-0415;B;São Paulo;Membro;Feminino;Esportes e viagens;23.08;6;6.924;145.404;24/01/2019;19:20;Débito;138.48;4.761.904.762;6.924;4.9
685;241-96-5076;B;São Paulo;Membro;Feminino;Casa e estilo de vida;49.1;2;4.91;103.11;08/01/2019;12:58;Crédito;98.2;4.761.904.762;4.91;6.4
686;767-97-4650;B;São Paulo;Membro;Feminino;Esportes e viagens;64.83;2;6.483;136.143;08/01/2019;11:59;Crédito;129.66;4.761.904.762;6.483;8
687;648-83-1321;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;63.56;10;31.78;667.38;16/01/2019;17:59;Dinheiro;635.6;4.761.904.762;31.78;4.3
688;173-57-2300;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;72.88;2;7.288;153.048;13/03/2019;12:51;Dinheiro;145.76;4.761.904.762;7.288;6.1
689;305-03-2383;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;67.1;3;10.065;211.365;15/02/2019;10:36;Dinheiro;201.3;4.761.904.762;10.065;7.5
690;394-55-6384;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;70.19;9;315.855;6.632.955;25/01/2019;13:38;Dinheiro;631.71;4.761.904.762;315.855;6.7
691;266-20-6657;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;55.04;7;19.264;404.544;12/03/2019;19:39;Débito;385.28;4.761.904.762;19.264;5.2
692;689-05-1884;A;Belo Horizonte;Membro;Masculino;Saúde e beleza;48.63;10;24.315;510.615;04/03/2019;12:44;Dinheiro;486.3;4.761.904.762;24.315;8.8
693;196-01-2849;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;73.38;7;25.683;539.343;10/02/2019;13:56;Dinheiro;513.66;4.761.904.762;25.683;9.5
694;372-62-5264;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;52.6;9;23.67;497.07;16/01/2019;14:42;Dinheiro;473.4;4.761.904.762;23.67;7.6
695;800-09-8606;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;87.37;5;218.425;4.586.925;29/01/2019;19:45;Dinheiro;436.85;4.761.904.762;218.425;6.6
696;182-52-7000;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;27.04;4;5.408;113.568;01/01/2019;20:26;Débito;108.16;4.761.904.762;5.408;6.9
697;826-58-8051;B;São Paulo;Normal;Masculino;Casa e estilo de vida;62.19;4;12.438;261.198;06/01/2019;19:46;Débito;248.76;4.761.904.762;12.438;4.3
698;868-06-0466;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;69.58;9;31.311;657.531;19/02/2019;19:38;Crédito;626.22;4.761.904.762;31.311;7.8
699;751-41-9720;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;97.5;10;48.75;1023.75;12/01/2019;16:18;Débito;975;4.761.904.762;48.75;8
700;626-43-7888;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;60.41;8;24.164;507.444;07/02/2019;12:23;Débito;483.28;4.761.904.762;24.164;9.6
701;176-64-7711;B;São Paulo;Normal;Masculino;Alimentos e bebidas;32.32;3;4.848;101.808;27/03/2019;19:11;Crédito;96.96;4.761.904.762;4.848;4.3
702;191-29-0321;B;São Paulo;Membro;Feminino;Acessórios de moda;19.77;10;9.885;207.585;27/02/2019;18:57;Crédito;197.7;4.761.904.762;9.885;5
703;729-06-2010;B;São Paulo;Membro;Masculino;Saúde e beleza;80.47;9;362.115;7.604.415;06/01/2019;11:18;Dinheiro;724.23;4.761.904.762;362.115;9.2
704;640-48-5028;B;São Paulo;Membro;Feminino;Casa e estilo de vida;88.39;9;397.755;8.352.855;02/03/2019;12:40;Dinheiro;795.51;4.761.904.762;397.755;6.3
705;186-79-9562;B;São Paulo;Normal;Masculino;Saúde e beleza;71.77;7;251.195;5.275.095;29/03/2019;14:06;Dinheiro;502.39;4.761.904.762;251.195;8.9
706;834-45-5519;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;43;4;8.6;180.6;31/01/2019;20:48;Débito;172;4.761.904.762;8.6;7.6
707;162-65-8559;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;68.98;1;3.449;72.429;21/01/2019;20:13;Dinheiro;68.98;4.761.904.762;3.449;4.8
708;760-27-5490;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;15.62;8;6.248;131.208;20/01/2019;20:37;Débito;124.96;4.761.904.762;6.248;9.1
709;445-30-9252;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;25.7;3;3.855;80.955;17/01/2019;17:59;Débito;77.1;4.761.904.762;3.855;6.1
710;786-94-2700;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;80.62;6;24.186;507.906;28/02/2019;20:18;Dinheiro;483.72;4.761.904.762;24.186;9.1
711;728-88-7867;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;75.53;4;15.106;317.226;19/03/2019;15:52;Débito;302.12;4.761.904.762;15.106;8.3
712;183-21-3799;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;77.63;9;349.335;7.336.035;19/02/2019;15:14;Débito;698.67;4.761.904.762;349.335;7.2
713;268-20-3585;C;Rio de Janeiro;Normal;Feminino;Saúde e beleza;13.85;9;62.325;1.308.825;04/02/2019;12:50;Débito;124.65;4.761.904.762;62.325;6
714;735-32-9839;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;98.7;8;39.48;829.08;31/01/2019;10:36;Débito;789.6;4.761.904.762;39.48;8.5
715;258-92-7466;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;35.68;5;8.92;187.32;06/02/2019;18:33;Crédito;178.4;4.761.904.762;8.92;6.6
716;857-16-3520;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;71.46;7;25.011;525.231;28/03/2019;16:06;Débito;500.22;4.761.904.762;25.011;4.5
717;482-17-1179;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;11.94;3;1.791;37.611;19/01/2019;12:47;Crédito;35.82;4.761.904.762;1.791;8.1
718;788-21-5741;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;45.38;3;6.807;142.947;17/02/2019;13:34;Crédito;136.14;4.761.904.762;6.807;7.2
719;821-14-9046;B;São Paulo;Membro;Feminino;Acessórios de moda;17.48;6;5.244;110.124;18/01/2019;15:04;Crédito;104.88;4.761.904.762;5.244;6.1
720;418-05-0656;B;São Paulo;Normal;Feminino;Acessórios de moda;25.56;7;8.946;187.866;02/02/2019;20:42;Dinheiro;178.92;4.761.904.762;8.946;7.1
721;678-79-0726;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;90.63;9;407.835;8.564.535;18/01/2019;15:28;Dinheiro;815.67;4.761.904.762;407.835;5.1
722;776-68-1096;B;São Paulo;Normal;Masculino;Casa e estilo de vida;44.12;3;6.618;138.978;18/03/2019;13:45;Crédito;132.36;4.761.904.762;6.618;7.9
723;592-46-1692;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;36.77;7;128.695;2.702.595;11/01/2019;20:10;Dinheiro;257.39;4.761.904.762;128.695;7.4
724;434-35-9162;B;São Paulo;Membro;Masculino;Alimentos e bebidas;23.34;4;4.668;98.028;04/02/2019;18:53;Débito;93.36;4.761.904.762;4.668;7.4
725;149-14-0304;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;28.5;8;11.4;239.4;06/02/2019;14:24;Dinheiro;228;4.761.904.762;11.4;6.6
726;442-44-6497;C;Rio de Janeiro;Membro;Masculino;Casa e estilo de vida;55.57;3;83.355;1.750.455;08/01/2019;11:42;Crédito;166.71;4.761.904.762;83.355;5.9
727;174-64-0215;B;São Paulo;Normal;Masculino;Esportes e viagens;69.74;10;34.87;732.27;05/03/2019;17:49;Crédito;697.4;4.761.904.762;34.87;8.9
728;210-74-9613;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;97.26;4;19.452;408.492;16/03/2019;15:33;Débito;389.04;4.761.904.762;19.452;6.8
729;299-29-0180;B;São Paulo;Membro;Feminino;Casa e estilo de vida;52.18;7;18.263;383.523;09/03/2019;10:54;Dinheiro;365.26;4.761.904.762;18.263;9.3
730;247-11-2470;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;22.32;4;4.464;93.744;01/03/2019;16:23;Crédito;89.28;4.761.904.762;4.464;4.4
731;635-28-5728;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;56;3;8.4;176.4;28/02/2019;19:33;Débito;168;4.761.904.762;8.4;4.8
732;756-49-0168;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;19.7;1;0.985;20.685;08/02/2019;11:39;Débito;19.7;4.761.904.762;0.985;9.5
733;438-23-1242;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;75.88;7;26.558;557.718;24/01/2019;10:38;Débito;531.16;4.761.904.762;26.558;8.9
734;238-45-6950;B;São Paulo;Membro;Masculino;Alimentos e bebidas;53.72;1;2.686;56.406;01/03/2019;20:03;Débito;53.72;4.761.904.762;2.686;6.4
735;607-65-2441;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;81.95;10;40.975;860.475;10/03/2019;12:39;Crédito;819.5;4.761.904.762;40.975;6
736;386-27-7606;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;81.2;7;28.42;596.82;23/03/2019;15:59;Crédito;568.4;4.761.904.762;28.42;8.1
737;137-63-5492;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;58.76;10;29.38;616.98;29/01/2019;14:26;Débito;587.6;4.761.904.762;29.38;9
738;197-77-7132;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;91.56;8;36.624;769.104;12/01/2019;18:22;Débito;732.48;4.761.904.762;36.624;6
739;805-86-0265;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;93.96;9;42.282;887.922;20/03/2019;11:32;Dinheiro;845.64;4.761.904.762;42.282;9.8
740;733-29-1227;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;55.61;7;194.635;4.087.335;23/03/2019;12:41;Dinheiro;389.27;4.761.904.762;194.635;8.5
741;451-73-2711;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;84.83;1;42.415;890.715;14/01/2019;15:20;Débito;84.83;4.761.904.762;42.415;8.8
742;373-14-0504;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;71.63;2;7.163;150.423;12/02/2019;14:33;Débito;143.26;4.761.904.762;7.163;8.8
743;546-80-2899;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;37.69;2;3.769;79.149;20/02/2019;15:29;Débito;75.38;4.761.904.762;3.769;9.5
744;345-68-9016;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;31.67;8;12.668;266.028;02/01/2019;16:19;Crédito;253.36;4.761.904.762;12.668;5.6
745;390-17-5806;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;38.42;1;1.921;40.341;02/02/2019;16:33;Dinheiro;38.42;4.761.904.762;1.921;8.6
746;457-13-1708;B;São Paulo;Membro;Masculino;Acessórios de moda;65.23;10;32.615;684.915;08/01/2019;19:07;Crédito;652.3;4.761.904.762;32.615;5.2
747;664-14-2882;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;10.53;5;26.325;552.825;30/01/2019;14:43;Crédito;52.65;4.761.904.762;26.325;5.8
748;487-79-6868;B;São Paulo;Membro;Feminino;Casa e estilo de vida;12.29;9;55.305;1.161.405;26/03/2019;19:28;Crédito;110.61;4.761.904.762;55.305;8
749;314-23-4520;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;81.23;7;284.305;5.970.405;15/01/2019;20:44;Dinheiro;568.61;4.761.904.762;284.305;9
750;210-30-7976;B;São Paulo;Membro;Feminino;Acessórios de moda;22.32;4;4.464;93.744;14/03/2019;11:16;Débito;89.28;4.761.904.762;4.464;4.1
751;585-86-8361;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;27.28;5;6.82;143.22;03/02/2019;10:31;Crédito;136.4;4.761.904.762;6.82;8.6
752;807-14-7833;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;17.42;10;8.71;182.91;22/02/2019;12:30;Débito;174.2;4.761.904.762;8.71;7
753;775-72-1988;B;São Paulo;Normal;Masculino;Casa e estilo de vida;73.28;5;18.32;384.72;24/01/2019;15:05;Débito;366.4;4.761.904.762;18.32;8.4
754;288-38-3758;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;84.87;3;127.305;2.673.405;25/01/2019;18:30;Débito;254.61;4.761.904.762;127.305;7.4
755;652-43-6591;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;97.29;8;38.916;817.236;09/03/2019;13:18;Crédito;778.32;4.761.904.762;38.916;6.2
756;785-96-0615;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;35.74;8;14.296;300.216;17/02/2019;15:28;Débito;285.92;4.761.904.762;14.296;4.9
757;406-46-7107;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;96.52;6;28.956;608.076;11/01/2019;11:52;Dinheiro;579.12;4.761.904.762;28.956;4.5
758;250-17-5703;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;18.85;10;9.425;197.925;27/02/2019;18:24;Débito;188.5;4.761.904.762;9.425;5.6
759;156-95-3964;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;55.39;4;11.078;232.638;25/03/2019;15:19;Débito;221.56;4.761.904.762;11.078;8
760;842-40-8179;B;São Paulo;Membro;Feminino;Alimentos e bebidas;77.2;10;38.6;810.6;11/02/2019;10:38;Crédito;772;4.761.904.762;38.6;5.6
761;525-09-8450;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;72.13;10;36.065;757.365;31/01/2019;15:12;Crédito;721.3;4.761.904.762;36.065;4.2
762;410-67-1709;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;63.88;8;25.552;536.592;20/01/2019;17:48;Débito;511.04;4.761.904.762;25.552;9.9
763;587-73-4862;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;10.69;5;26.725;561.225;26/03/2019;11:07;Débito;53.45;4.761.904.762;26.725;7.6
764;787-87-2010;A;Belo Horizonte;Membro;Masculino;Saúde e beleza;55.5;4;11.1;233.1;20/01/2019;15:48;Crédito;222;4.761.904.762;11.1;6.6
765;593-14-4239;B;São Paulo;Normal;Feminino;Casa e estilo de vida;95.46;8;38.184;801.864;05/03/2019;19:40;Débito;763.68;4.761.904.762;38.184;4.7
766;801-88-0346;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;76.06;3;11.409;239.589;05/01/2019;20:30;Crédito;228.18;4.761.904.762;11.409;9.8
767;388-76-2555;B;São Paulo;Normal;Masculino;Esportes e viagens;13.69;6;4.107;86.247;13/02/2019;13:59;Dinheiro;82.14;4.761.904.762;4.107;6.3
768;711-31-1234;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;95.64;4;19.128;401.688;16/03/2019;18:51;Dinheiro;382.56;4.761.904.762;19.128;7.9
769;886-54-6089;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;11.43;6;3.429;72.009;15/01/2019;17:24;Dinheiro;68.58;4.761.904.762;3.429;7.7
770;707-32-7409;B;São Paulo;Membro;Feminino;Esportes e viagens;95.54;4;19.108;401.268;26/02/2019;11:58;Débito;382.16;4.761.904.762;19.108;4.5
771;759-98-4285;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;85.87;7;300.545;6.311.445;27/02/2019;19:01;Crédito;601.09;4.761.904.762;300.545;8
772;201-63-8275;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;67.99;7;237.965;4.997.265;17/02/2019;16:50;Débito;475.93;4.761.904.762;237.965;5.7
773;471-06-8611;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;52.42;1;2.621;55.041;06/02/2019;10:22;Crédito;52.42;4.761.904.762;2.621;6.3
774;200-16-5952;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;65.65;2;6.565;137.865;17/01/2019;16:46;Dinheiro;131.3;4.761.904.762;6.565;6
775;120-54-2248;B;São Paulo;Normal;Feminino;Alimentos e bebidas;28.86;5;7.215;151.515;22/01/2019;18:08;Crédito;144.3;4.761.904.762;7.215;8
776;102-77-2261;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;65.31;7;228.585;4.800.285;05/03/2019;18:02;Crédito;457.17;4.761.904.762;228.585;4.2
777;875-31-8302;B;São Paulo;Normal;Masculino;Esportes e viagens;93.38;1;4.669;98.049;03/01/2019;13:07;Dinheiro;93.38;4.761.904.762;4.669;9.6
